#	src	l(deg)	          b(deg)	 MS  SPONGE	HI	CO	OH	"TauSig(OH)"	"Low N(HI)(<1e20)"	"Low N(HI)(<3e20)"
==================================================================================================================================
1	3C33	129.4481	-49.3244	1	0	1	0	0	0.00121437	0	0
2	3C18	118.6218	-52.7266	1	0	1	1	1	0.000771895	0	0
3	3C141.0	174.5324	-1.3112		1	0	1	-1	0	0.00526832	0	0
4	3C142.1	197.6157	-14.5115	1	0	1	0	0	0.00105504	0	0
5	3C138	187.405		-11.3434	1	1	1	0	0	0.000502496	0	0
6	3C75-2	170.2958	-44.9192	1	0	1	-1	0	0.0122118	0	0
7	3C75-1	170.2162	-44.9112	1	0	1	-1	0	0.0122324	0	0
8	3C409	63.3981		-6.1216		1	1	1	1	1	0.000679605	0	0
9	3C33-1	129.4392	-49.3432	1	0	1	-1	0	0.00408653	0	0
10	3C79	164.1487	-34.4565	1	0	1	-1	0	0.00370342	0	0
11	3C78	174.8581	-44.5133	1	1	1	0	0	0.00132483	0	0
12	3C98-1	179.8593	-31.0859	1	0	1	-1	0	0.00406987	0	0
13	3C75	170.2558	-44.9111	1	0	1	1	1	0.0010996	0	0
14    T0526+24	181.3551	-5.1933		1	0	1	1	1	0.0191681	0	0
15	3C133	177.7259	-9.9122		1	1	1	1	1	0.000777624	0	0
16	3C132	178.8598	-12.5219	1	0	1	0	1	0.00073441	0	0
17	3C131	171.4368	-7.7967		1	0	1	1	1	0.00100088	0	0
18	3C310	38.5004		60.2098		1	0	1	0	0	0.00161939	0	0
19	3C315	39.3605		58.303		1	0	1	0	0	0.00129648	0	0
20	3C109	181.828		-27.7769	1	0	1	1	1	0.000912486	0	0
21	3C234	200.205		52.7049		1	0	1	-1	0	0.00126593	0	1
22	3C236	190.064		53.9808		1	0	1	-1	0	0.0010722	0	1
23	3C237	232.1171	46.6273		1	1	1	0	0	0.00476852	0	1
24	3C154	185.5941	4.0066		1	1	1	1	1	0.00121596	0	0
25	3C228.0	220.8313	46.6355		1	0	1	-1	-1	-1		0	0
26	4C22.12	188.0524	0.047		1	0	1	1	1	0.00224361	0	0
27	NRAO140	159.0002	-18.7646	1	0	1	-1	0	0.00100052	0	0
28	3C318	29.9821		54.7856		1	0	1	0	0	0.00472419	0	0
29	3C64	157.7658	-48.2032	1	0	1	0	0	0.00331203	0	0
30	3C454.0	88.1001		-35.9413	1	0	1	0	-1	-1		0	0
31	P0531+19 186.7634	-7.1085		1	0	1	0	0	0.000636914	0	0
32	3C454.3	86.111		-38.1838	1	1	1	1	1	0.000306314	0	0
33	3C33-2	129.462		-49.2774	1	0	1	-1	0	0.0154013	0	0
34	P0820+22 201.3636	29.6761		1	0	1	-1	0	0.000709089	0	0
35	3C333	37.3001		42.9721		1	0	1	0	0	0.00684648	0	0
36	3C192	197.9126	26.4098		1	0	1	0	0	0.00206581	0	0
37	3C98	179.8374	-31.049		1	0	1	0	0	0.00122644	0	0
38	3C273	289.9509	64.36		1	1	1	0	0	0.00209963	0	1
39	3C267.0	256.3418	70.1102		1	0	1	-1	-1	-1		0	0
40	DW0742+10 209.796	16.5911	1	0	1	-1	0	0.000800536	0	0
41	P1055+20		222.5101	63.1302	1	0	1	0	0	0.00613946	0	1
42	3C433	74.4764		-17.6945	1	1	1	0	-1	-1	0	0
43	3C172.0	191.2045	13.4105	1	0	1	-1	0	0.00130233	0	0
44	P0428+20	176.8082	-18.5568	1	0	1	1	1	0.000607032	0	0
45	4C19.44	8.9924	73.0418	1	0	1	-1	0	0.00608293	0	0
46	3C353	21.1108	19.877	1	0	1	1	-1	-1	0	0
47	3C167	207.3119	1.1529	1	0	1	1	1	0.005613	0	0
48	3C293	54.6071	76.0603	1	0	1	-1	0	0.000623513	0	1
49	3C98-2	179.8288	-31.0241	1	0	1	-1	0	0.00405798	0	0
50	3C105	187.6326	-33.609	1	0	1	1	1	0.000818266	0	0
51	3C120	190.3729	-27.3968	1	1	1	0	0	0.00282925	0	0
52	CTA21	166.6357	-33.5961	1	0	1	-1	0	0.00273542	0	0
53	3C123	170.5817	-11.661	1	1	1	1	1	0.00129847	0	0
54	4C20.33	20.1848	66.8341	1	0	1	-1	-1	-1	0	0
55	T0556+19	190.0893	-2.1665	1	0	1	-1	0	0.0189978	0	0
56	P1117+14	240.438	65.7884	1	0	1	-1	0	0.00149999	0	1
57	3C264.0	236.9959	73.6422	1	0	1	-1	0	0.000629496	0	1
58	3C208.1	213.6015	33.583	1	0	1	-1	0	0.00186726	0	0
59	3C208.0	213.6628	33.1608	1	0	1	-1	0	0.0019689	0	0
60	4C32.44	67.2335	81.0477	1	1	1	-1	0	0.000988342	0	1
61	3C263.1	228.2701	74.3753	1	0	1	-1	-1	-1	0	1
62	3C225b	220.0101	44.0084	1	1	1	0	0	0.00400359	0	0
63	3C410	69.2117	-3.7691	1	1	1	1	1	0.000532251	0	0
64	P0347+05	182.2737	-35.7311	1	0	1	-1	0	0.00584949	0	0
65	3C272.1	280.6321	74.6873	1	0	1	-1	0	0.00102396	0	0
