#	src	l           b       nhi(e20) nhi_er thin      thin_er    cnm    cnm_er	  wnm	  wnm_er
==========================================================================================================
1    3C33	129.4481  -49.3244  003.66  000.05  003.5581  000.0857  002.22  000.0306  001.44  000.0450
2    3C18	118.6218  -52.7266  007.75  001.23  006.5225  000.0397  006.80  001.2281  000.94  000.0707
3    3C141.0	174.5324  -01.3112  066.65  001.89  051.5374  000.6757  030.05  001.5939  036.60  001.0075
4    3C142.1	197.6157  -14.5115  027.84  002.90  021.7048  000.9149  010.37  002.8302  017.46  000.6516
5    3C138	187.4050  -11.3434  026.43  002.89  021.7788  000.3457  006.01  002.8343  020.42  000.5825
6    3C75-2	170.2958  -44.9192  010.50  000.27  009.8020  001.0821  002.83  000.2326  007.67  000.1325
7    3C75-1	170.2162  -44.9112  010.18  000.26  009.4857  001.2558  002.73  000.2264  007.46  000.1188
8    3C409	063.3981  -06.1216  031.69  003.53  028.3785  000.2834  005.33  003.4882  026.36  000.5490
9    3C33-1	129.4392  -49.3432  003.68  000.15  003.5146  001.0563  002.59  000.1185  001.08  000.0951
10    3C79	164.1487  -34.4565  012.15  001.30  010.8650  000.8578  009.05  000.9765  003.10  000.8583
11    3C78	174.8581  -44.5133  013.74  001.93  011.0369  000.4680  003.81  001.9097  009.93  000.2685
12    3C98-1	179.8593  -31.0859  013.29  000.43  012.3295  000.9274  007.77  000.4070  005.52  000.1387
13    3C75	170.2558  -44.9111  010.09  000.22  009.3856  000.1005  003.28  000.1975  006.80  000.1020
14    T0526+24	181.3551  -05.1933  121.74  081.93  039.1362  001.0195  088.56  081.9148  033.18  001.7603
15    3C133	177.7259  -09.9122  035.98  004.05  029.4303  000.4739  009.76  004.0212  026.22  000.4604
16    3C132	178.8598  -12.5219  030.16  001.62  025.2278  000.2187  009.80  001.4881  020.36  000.6383
17    3C131	171.4368  -07.7967  036.07  002.07  028.1497  000.6086  014.31  001.8375  021.76  000.9531
18    3C310	038.5004  060.2098  004.79  000.12  004.3868  000.0733  001.51  000.0978  003.28  000.0702
19    3C315	039.3605  058.3030  006.10  000.48  005.1819  000.0544  002.88  000.2604  003.21  000.4054
20    3C109	181.8280  -27.7769  026.29  001.26  017.6075  000.7426  019.60  000.9753  006.69  000.7964
21    3C234	200.2050  052.7049  002.03  000.06  002.0643  001.2706  000.00  000.0000  002.03  000.0551
22    3C236	190.0640  053.9808  001.52  000.05  001.4889  001.3593  000.00  000.0000  001.52  000.0486
23    3C237	232.1171  046.6273  002.60  000.23  002.6140  000.0700  000.17  000.1982  002.43  000.1119
24    3C154	185.5941  004.0066  045.94  014.94  039.9226  000.3187  009.75  014.9369  036.19  000.4923
25    3C228.0	220.8313  046.6355  003.37  000.06  003.3582  000.1991  000.55  000.0296  002.82  000.0465
26    4C22.12	188.0524  000.0470  107.33  019.19  051.4181  000.3207  067.54  018.6434  039.79  004.5480
27    NRAO140	159.0002  -18.7646  037.09  022.97  013.8298  001.0783  016.84  008.0429  020.25  021.5206
28    3C318	029.9821  054.7856  006.06  000.19  005.3113  000.0708  002.28  000.1824  003.78  000.0609
29    3C64	157.7658  -48.2032  008.12  000.23  007.6530  000.9257  003.81  000.2046  004.31  000.0957
30    3C454.0	088.1001  -35.9413  006.94  000.14  006.6565  000.1218  001.73  000.0647  005.20  000.1236
31    P0531+19	186.7634  -07.1085  030.36  000.82  028.0547  000.3491  012.34  000.7714  018.02  000.2718
32    3C454.3	086.1110  -38.1838  007.90  015.75  008.1990  000.2520  001.99  015.7389  005.92  000.6299
33    3C33-2	129.4620  -49.2774  003.83  000.20  003.6240  001.2619  002.55  000.1562  001.29  000.1226
34    P0820+22	201.3636  029.6761  005.33  000.27  005.3209  001.1824  000.00  000.0000  005.33  000.2663
35    3C333	037.3001  042.9721  006.44  000.42  005.6879  000.0542  001.41  000.4081  005.03  000.1027
36    3C192	197.9126  026.4098  005.07  000.06  004.9891  000.0808  000.66  000.0379  004.41  000.0413
37    3C98	179.8374  -31.0490  014.15  000.52  012.4884  001.4678  007.95  000.5045  006.20  000.1208
38    3C273	289.9509  064.3600  002.37  000.19  002.5482  000.0530  000.05  000.1901  002.32  000.0271
39    3C267.0	256.3418  070.1102  002.94  000.03  002.9277  000.3964  000.00  000.0000  002.94  000.0340
40    DW0742+10	209.7960  016.5911  003.06  000.05  003.0723  001.0049  000.00  000.0000  003.06  000.0548
41    P1055+20	222.5101  063.1302  002.14  000.06  001.9824  000.0765  000.62  000.0490  001.52  000.0295
42    3C433	074.4764  -17.6945  010.38  002.10  009.8922  000.2187  001.15  002.0948  009.23  000.1264
43    3C172.0	191.2045  013.4105  009.90  000.18  009.5051  001.2217  000.69  000.0961  009.21  000.1535
44    P0428+20	176.8082  -18.5568  030.15  003.11  022.2467  000.7483  008.74  003.0001  021.41  000.8171
45    4C19.44	008.9924  073.0418  003.34  000.06  003.3168  000.6757  000.00  000.0000  003.34  000.0566
46    3C353	021.1108  019.8770  013.95  000.99  011.1269  000.2821  009.11  000.9882  004.84  000.1092
47    3C167	207.3119  001.1529  063.68  003.05  054.1642  000.0677  039.25  002.8935  024.43  000.9555
48    3C293	054.6071  076.0603  001.61  000.06  001.6325  001.2199  000.00  000.0000  001.61  000.0575
49    3C98-2	179.8288  -31.0241  013.09  000.51  011.9771  001.3172  006.55  000.4825  006.54  000.1557
50    3C105	187.6326  -33.6090  018.68  001.85  012.0033  000.7704  014.57  001.8354  004.11  000.2651
51    3C120	190.3729  -27.3968  022.22  002.26  011.7434  000.1283  010.86  002.2433  011.36  000.2632
52    CTA21	166.6357  -33.5961  012.19  000.39  011.1026  000.8544  004.09  000.3795  008.10  000.1087
53    3C123	170.5817  -11.6610  024.55  004.80  019.2863  000.4344  005.15  004.4112  019.41  001.9026
54    4C20.33	020.1848  066.8341  003.52  000.07  003.3850  000.2777  000.80  000.0427  002.72  000.0497
55    T0556+19	190.0893  -02.1665  067.67  040.20  058.4122  000.9987  000.10  000.0110  067.57  040.1983
