#	src	l           b       nhi(e20) nhi_er thin      thin_er    cnm    cnm_er	  wnm	  wnm_er    oh
================================================ NHI < 4.0e20 cm-2 ===================================================
0    3C33-1	129.4392  -49.3432  003.55  000.16  003.5258  001.0601  002.46  000.1142  001.09  000.0958  0
1    3C234	200.2050  052.7049  002.04  000.05  002.0708  001.2748  000.00  000.0000  002.04  000.0582  0
2    3C236	190.0640  053.9808  001.53  000.05  001.4937  001.3637  000.00  000.0000  001.53  000.0507  0
3    3C228.0	220.8313  046.6355  003.30  000.06  003.3688  000.2020  000.47  000.0275  002.83  000.0531  -1
4    3C33-2	129.4620  -49.2774  003.69  000.19  003.6355  001.2663  002.40  000.1500  001.29  000.1235  0
5    3C267.0	256.3418  070.1102  002.95  000.05  002.9370  000.3985  000.00  000.0000  002.95  000.0432  -1
6    DW0742+10	209.7960  016.5911  003.07  000.06  003.0820  001.0084  000.00  000.0000  003.07  000.0615  0
7    4C19.44	008.9924  073.0418  003.35  000.06  003.3274  000.6785  000.00  000.0000  003.35  000.0643  0
8    3C293	054.6071  076.0603  001.62  000.06  001.6376  001.2239  000.00  000.0000  001.62  000.0596  0
9    4C20.33	020.1848  066.8341  003.40  000.07  003.3957  000.2803  000.67  000.0374  002.73  000.0555  -1
10    P1117+14	240.4380  065.7884  001.98  000.03  001.9487  000.3309  000.00  000.0000  001.98  000.0286  0
11    3C264.0	236.9959  073.6422  002.19  000.04  002.2244  000.4410  000.00  000.0000  002.19  000.0374  0
12    3C208.1	213.6015  033.5830  003.49  000.07  003.5204  000.2045  000.00  000.0000  003.49  000.0731  0
13    3C208.0	213.6628  033.1608  003.78  000.06  003.8522  000.2076  000.00  000.0000  003.78  000.0661  0
14    4C32.44	067.2335  081.0477  001.36  000.09  001.5775  000.1181  000.17  000.0869  001.19  000.0313  0
15    3C263.1	228.2701  074.3753  002.12  000.07  002.1149  000.3827  000.00  000.0000  002.12  000.0614  -1
16    3C272.1	280.6321  074.6873  003.02  000.05  003.0665  000.3842  000.46  000.0279  002.57  000.0389  0
17    4C07.32	322.2286  068.8350  002.67  000.04  002.6242  000.3255  000.40  000.0279  002.26  000.0370  0
18    3C286	056.5241  080.6747  001.34  000.09  001.4944  000.1101  000.06  000.0241  001.28  000.0876  0
19    3C190.0	207.6242  021.8412  003.56  000.06  003.7174  001.0205  000.00  000.0000  003.56  000.0611  0
20    4C12.50	347.2230  070.1718  002.37  000.11  002.5519  000.1045  000.36  000.1107  002.01  000.0262  -1
21    3C298	352.1602  060.6666  002.39  000.38  002.5657  000.0969  000.06  000.3694  002.33  000.0851  0
22    3C345	063.4550  040.9489  001.01  000.13  001.0397  000.0205  000.00  000.0002  001.01  000.1285  -1
