#	src	l           b       nhi(e20) nhi_er thin      thin_er    cnm    cnm_er	  wnm	  wnm_er  (all MS los scaled  by 1.26)
==========================================================================================================
1    3C33	129.4481  -49.3244  003.51  000.06  003.5694  000.0918  002.07  000.0348  001.44  000.0470
2    3C18	118.6218  -52.7266  007.57  001.20  006.5432  000.0711  006.62  001.1960  000.95  000.0714
3    3C141.0	174.5324  -01.3112  066.60  001.96  051.7010  000.8222  029.88  001.6038  036.72  001.0634
4    3C142.1	197.6157  -14.5115  027.76  002.92  021.7737  000.9385  010.24  002.8403  017.52  000.6724
5    3C138	187.4050  -11.3434  026.43  002.89  021.7788  000.3457  006.01  002.8343  020.42  000.5825
6    3C75-2	170.2958  -44.9192  010.40  000.28  009.8332  001.0891  002.70  000.2317  007.70  000.1499
7    3C75-1	170.2162  -44.9112  010.07  000.27  009.5158  001.2627  002.59  000.2258  007.48  000.1369
8    3C409	063.3981  -06.1216  031.69  003.53  028.3785  000.2834  005.33  003.4882  026.36  000.5490
9    3C33-1	129.4392  -49.3432  003.55  000.16  003.5258  001.0601  002.46  000.1142  001.09  000.0958
10    3C79	164.1487  -34.4565  011.84  001.31  010.8995  000.8661  008.73  000.9804  003.11  000.8615
11    3C78	174.8581  -44.5133  013.74  001.93  011.0369  000.4680  003.81  001.9097  009.93  000.2685
12    3C98-1	179.8593  -31.0859  013.11  000.45  012.3686  000.9369  007.57  000.4078  005.54  000.1478
13    3C75	170.2558  -44.9111  009.97  000.24  009.4154  000.1317  003.15  000.1990  006.83  000.1193
14    T0526+24	181.3551  -05.1933  122.42  082.21  039.2605  001.0820  089.14  082.1788  033.28  001.7912
15    3C133	177.7259  -09.9122  035.98  004.05  029.4303  000.4739  009.76  004.0212  026.22  000.4604
16    3C132	178.8598  -12.5219  030.10  001.64  025.3079  000.3163  009.67  001.4949  020.43  000.6663
17    3C131	171.4368  -07.7967  036.09  002.10  028.2390  000.6613  014.26  001.8474  021.83  000.9761
18    3C310	038.5004  060.2098  004.69  000.13  004.4007  000.0835  001.40  000.0985  003.29  000.0764
19    3C315	039.3605  058.3030  006.03  000.48  005.1983  000.0719  002.81  000.2617  003.22  000.4077
20    3C109	181.8280  -27.7769  026.32  001.29  017.6634  000.7618  019.60  000.9906  006.71  000.8011
21    3C234	200.2050  052.7049  002.04  000.05  002.0708  001.2748  000.00  000.0000  002.04  000.0582
22    3C236	190.0640  053.9808  001.53  000.05  001.4937  001.3637  000.00  000.0000  001.53  000.0507
23    3C237	232.1171  046.6273  002.60  000.23  002.6140  000.0700  000.17  000.1982  002.43  000.1119
24    3C154	185.5941  004.0066  045.94  014.94  039.9226  000.3187  009.75  014.9369  036.19  000.4923
25    3C228.0	220.8313  046.6355  003.30  000.06  003.3688  000.2020  000.47  000.0275  002.83  000.0531
26    4C22.12	188.0524  000.0470  107.73  019.28  051.5813  000.5648  067.81  018.7121  039.92  004.5767
27    NRAO140	159.0002  -18.7646  037.28  023.05  013.8737  001.0889  016.96  008.0699  020.31  021.5898
28    3C318	029.9821  054.7856  006.00  000.20  005.3281  000.0857  002.21  000.1832  003.79  000.0699
29    3C64	157.7658  -48.2032  008.00  000.24  007.6773  000.9312  003.68  000.2037  004.32  000.1036
30    3C454.0	088.1001  -35.9413  006.80  000.15  006.6776  000.1362  001.58  000.0633  005.22  000.1326
31    P0531+19	186.7634  -07.1085  030.13  000.87  028.1437  000.4322  012.06  000.7788  018.08  000.3175
32    3C454.3	086.1110  -38.1838  007.90  015.75  008.1990  000.2520  001.99  015.7389  005.92  000.6299
33    3C33-2	129.4620  -49.2774  003.69  000.19  003.6355  001.2663  002.40  000.1500  001.29  000.1235
34    P0820+22	201.3636  029.6761  005.35  000.27  005.3377  001.1871  000.00  000.0000  005.35  000.2715
35    3C333	037.3001  042.9721  006.43  000.42  005.7059  000.0748  001.39  000.4096  005.04  000.1125
36    3C192	197.9126  026.4098  005.02  000.07  005.0049  000.0927  000.59  000.0364  004.42  000.0575
37    3C98	179.8374  -31.0490  013.93  000.53  012.5280  001.4767  007.71  000.5071  006.22  000.1335
38    3C273	289.9509  064.3600  002.37  000.19  002.5482  000.0530  000.05  000.1901  002.32  000.0271
39    3C267.0	256.3418  070.1102  002.95  000.05  002.9370  000.3985  000.00  000.0000  002.95  000.0432
40    DW0742+10	209.7960  016.5911  003.07  000.06  003.0820  001.0084  000.00  000.0000  003.07  000.0615
41    P1055+20	222.5101  063.1302  001.98  000.05  001.9887  000.0788  000.46  000.0340  001.53  000.0326
42    3C433	074.4764  -17.6945  010.38  002.10  009.8922  000.2187  001.15  002.0948  009.23  000.1264
43    3C172.0	191.2045  013.4105  009.75  000.20  009.5352  001.2286  000.51  000.0771  009.24  000.1751
44    P0428+20	176.8082  -18.5568  030.20  003.13  022.3173  000.7771  008.72  003.0106  021.48  000.8422
45    4C19.44	008.9924  073.0418  003.35  000.06  003.3274  000.6785  000.00  000.0000  003.35  000.0643
46    3C353	021.1108  019.8770  013.71  001.01  011.1623  000.3003  008.86  000.9924  004.85  000.1180
47    3C167	207.3119  001.1529  063.50  003.10  054.3362  000.4937  038.99  002.9129  024.51  000.9835
48    3C293	054.6071  076.0603  001.62  000.06  001.6376  001.2239  000.00  000.0000  001.62  000.0596
49    3C98-2	179.8288  -31.0241  012.96  000.52  012.0151  001.3258  006.40  000.4849  006.56  000.1670
50    3C105	187.6326  -33.6090  018.56  001.87  012.0414  000.7804  014.43  001.8417  004.12  000.2685
51    3C120	190.3729  -27.3968  022.22  002.26  011.7434  000.1283  010.86  002.2433  011.36  000.2632
52    CTA21	166.6357  -33.5961  012.08  000.41  011.1379  000.8630  003.96  000.3819  008.13  000.1312
53    3C123	170.5817  -11.6610  024.55  004.80  019.2863  000.4344  005.15  004.4112  019.41  001.9026
54    4C20.33	020.1848  066.8341  003.40  000.07  003.3957  000.2803  000.67  000.0374  002.73  000.0555
55    T0556+19	190.0893  -02.1665  067.79  040.33  058.5976  001.1322  000.00  000.0000  067.79  040.3306
56    P1117+14	240.4380  065.7884  001.98  000.03  001.9487  000.3309  000.00  000.0000  001.98  000.0286
57    3C264.0	236.9959  073.6422  002.19  000.04  002.2244  000.4410  000.00  000.0000  002.19  000.0374
58    3C208.1	213.6015  033.5830  003.49  000.07  003.5204  000.2045  000.00  000.0000  003.49  000.0731
59    3C208.0	213.6628  033.1608  003.78  000.06  003.8522  000.2076  000.00  000.0000  003.78  000.0661
60    4C32.44	067.2335  081.0477  001.36  000.09  001.5775  000.1181  000.17  000.0869  001.19  000.0313
61    3C263.1	228.2701  074.3753  002.12  000.07  002.1149  000.3827  000.00  000.0000  002.12  000.0614
62    3C225b	220.0101  044.0084  004.55  000.21  004.1710  000.0939  000.98  000.1760  003.57  000.1148
63    3C410	069.2117  -03.7691  059.69  006.69  048.3433  000.6858  030.39  006.6415  029.29  000.8142
64    P0347+05	182.2737  -35.7311  017.00  000.97  014.3871  000.8932  009.19  000.9500  007.81  000.1932
65    3C272.1	280.6321  074.6873  003.02  000.05  003.0665  000.3842  000.46  000.0279  002.57  000.0389
66    3C225a	219.8662  044.0249  004.24  000.30  004.1902  000.1057  001.19  000.2965  003.05  000.0595
67    4C07.32	322.2286  068.8350  002.67  000.04  002.6242  000.3255  000.40  000.0279  002.26  000.0370
68    3C245	233.1247  056.3009  002.57  000.04  002.6921  000.1697  000.61  000.0336  001.96  000.0335
69    3C93.1	160.0361  -15.9147  015.57  001.32  012.1646  001.0363  004.42  001.2480  011.15  000.4376
70    3C348	022.9710  029.1769  007.19  000.21  006.6920  000.0973  001.96  000.1929  005.23  000.0755
71    4C13.67	043.4971  009.1540  021.13  001.12  017.3524  000.2613  005.01  000.9369  016.13  000.6032
72    3C286	056.5241  080.6747  001.34  000.09  001.4944  000.1101  000.06  000.0241  001.28  000.0876
73    4C13.65	039.3151  017.7180  011.58  000.21  010.9486  000.1822  001.83  000.1543  009.75  000.1170
74    3C190.0	207.6242  021.8412  003.56  000.06  003.7174  001.0205  000.00  000.0000  003.56  000.0611
75    P0320+05	176.9818  -40.8433  014.16  000.62  012.6368  000.9470  006.38  000.4064  007.77  000.4616
76    3C274.1	269.8744  083.1637  002.98  000.06  002.8895  000.1540  000.38  000.0246  002.60  000.0438
77    3C207	212.9680  030.1390  006.64  000.20  006.2519  000.1348  001.15  000.1605  005.49  000.1205
78    T0629+10	201.5315  000.5079  074.89  003.68  057.1009  000.5573  046.79  003.2839  028.10  001.5881
79    3C223	188.4047  048.6590  001.32  001.62  001.3172  001.6211  000.00  000.0000  001.32  001.6211
80    4C12.50	347.2230  070.1718  002.37  000.11  002.5519  000.1045  000.36  000.1107  002.01  000.0262
81    4C04.51	007.2923  047.7470  004.55  000.13  004.6706  000.1074  000.24  000.0608  004.31  000.1126
82    4C33.48	066.3887  008.3713  015.76  003.04  015.3627  000.1902  001.54  003.0009  014.22  000.4809
83    3C111	161.6756  -08.8197  036.43  004.42  029.2823  000.2045  003.99  003.7799  032.44  002.2911
84    J2232	077.4379  -38.5824  005.50  000.41  005.6861  000.2157  001.21  000.3688  004.29  000.1682
85    3C298	352.1602  060.6666  002.39  000.38  002.5657  000.0969  000.06  000.3694  002.33  000.0851
86    B2050	078.8581  -05.1238  033.86  002.42  027.4539  000.0869  003.00  002.0238  030.86  001.3301
87    PKS0531	186.7617  -07.1076  028.84  009.72  028.2709  000.5680  008.39  009.6105  020.45  001.4837
88    4C16.09	166.6357  -33.5959  012.10  001.13  011.3604  000.2969  003.27  001.1038  008.83  000.2449
89    3C48	133.9626  -28.7194  004.95  000.41  005.1210  000.1622  000.70  000.3565  004.25  000.1940
90    3C327.1	012.1821  037.0047  008.72  001.18  008.2786  000.1716  001.76  001.1704  006.96  000.1069
91    3C147	161.6864  010.2984  020.59  001.95  019.1262  000.2988  007.44  001.7891  013.15  000.7815
92    3C459	083.0397  -51.2850  006.29  000.49  006.4370  000.2624  001.17  000.4928  005.12  000.0409
93    3C345	063.4550  040.9489  001.01  000.13  001.0397  000.0205  000.00  000.0002  001.01  000.1285
