#	src	l           b       nhi(e20) nhi_er thin      thin_er    cnm    cnm_er	  wnm	  wnm_er  
==========================================================================================================
0    3C33	129.4481  -49.3244  003.51  000.06  003.5694  000.0918  002.07  000.0348  001.44  000.0470
1    3C64	157.7658  -48.2032  008.00  000.24  007.6773  000.9312  003.68  000.2037  004.32  000.1036
2    3C78	174.8581  -44.5130  013.74  001.93  011.0369  000.4680  003.81  001.9097  009.93  000.2685
3    3C98	179.8374  -31.0490  013.93  000.53  012.5280  001.4767  007.71  000.5071  006.22  000.1335
4    3C120	190.3728  -27.3973  022.22  002.26  011.7434  000.1283  010.86  002.2433  011.36  000.2632
5    3C138	187.4052  -11.3437  026.43  002.89  021.7788  000.3457  006.01  002.8343  020.42  000.5825
6    3C142.1	197.6157  -14.5115  027.76  002.92  021.7737  000.9385  010.24  002.8403  017.52  000.6724
7    3C192	197.9126  026.4098  005.02  000.07  005.0049  000.0927  000.59  000.0364  004.42  000.0575
8    3C237	232.1174  046.6276  002.60  000.23  002.6140  000.0700  000.17  000.1982  002.43  000.1119
9    3C245	233.1247  056.3009  002.57  000.04  002.6921  000.1697  000.61  000.0336  001.96  000.0335
10    P1055+20	222.5101  063.1302  001.98  000.05  001.9887  000.0788  000.46  000.0340  001.53  000.0326
11    3C273	289.9484  064.3586  002.37  000.19  002.5482  000.0530  000.05  000.1901  002.32  000.0271
12    3C274.1	269.8744  083.1637  002.98  000.06  002.8895  000.1540  000.38  000.0246  002.60  000.0438
13    3C310	038.5004  060.2098  004.69  000.13  004.4007  000.0835  001.40  000.0985  003.29  000.0764
14    3C315	039.3605  058.3030  006.03  000.48  005.1983  000.0719  002.81  000.2617  003.22  000.4077
15    3C318	029.9821  054.7856  006.00  000.20  005.3281  000.0857  002.21  000.1832  003.79  000.0699
16    3C333	037.3001  042.9721  006.43  000.42  005.7059  000.0748  001.39  000.4096  005.04  000.1125
17    3C348	022.9710  029.1769  007.19  000.21  006.6920  000.0973  001.96  000.1929  005.23  000.0755
18    4C13.65	039.3151  017.7180  011.58  000.21  010.9486  000.1822  001.83  000.1543  009.75  000.1170
