# src		l			b	tau		Center		wid(FWHM)	Tex		Tex_err		N(OH)1665[e14]	NOH_err
============================================================================================================================================================
2 3C105 	187.6325531 	-33.60902786 	0.01559976 	8.13863882 	0.94591585 	4.10428597 	0.94245447 	0.25824888 	0.05995988
2 3C105 	187.6325531 	-33.60902786 	0.00618412 	10.21997849 	0.93021301 	6.55741911 	2.41099512 	0.16085094 	0.06076461
3 3C109 	181.82789612 	-27.77688026 	0.00225973 	9.15140254 	1.02764545 	10.54419002 	6.82352649 	0.10441019 	0.07405851
3 3C109 	181.82789612 	-27.77688026 	0.00358008 	10.44527013 	0.97957643 	7.99556595 	2.71351893 	0.11956683 	0.0461624
6 3C123 	170.58143616 	-11.66072178 	0.01909909 	3.64910779 	1.18541712 	18.4308798 	1.70605235 	1.77934607 	0.24557826
6 3C123 	170.58143616 	-11.66072178 	0.04312192 	4.43250607 	0.52699327 	16.74481937 	0.39607424 	1.6226097 	0.12531117
6 3C123 	170.58143616 	-11.66072178 	0.03374108 	5.36511641 	0.91487229 	18.62728704 	2.15801647 	2.45188174 	0.30412202
7 3C131 	171.43682861 	-7.79669476 	0.00650194 	4.55065664 	0.56075343 	7.63935946 	1.79729189 	0.1187688 	0.03155478
7 3C131 	171.43682861 	-7.79669476 	0.00734235 	6.80830436 	2.9142444 	5.90016055 	2.17558042 	0.53833802 	0.20723858
7 3C131 	171.43682861 	-7.79669476 	0.01664351 	6.59497771 	0.41754278 	4.39380149 	0.41600006 	0.1302017 	0.01532827
7 3C131 	171.43682861 	-7.79669476 	0.05206823 	7.22778939 	0.55130606 	4.53836902 	0.32198147 	0.55551506 	0.04137668
8 3C132 	178.85980225 	-12.52188396 	0.00326595 	7.82467463 	0.89895683 	8.8724523 	2.7105538 	0.11107651 	0.03733192
9 3C133 	177.72573853 	-9.91240788 	0.1008097 	7.66374388 	0.52768121 	3.74128338 	0.21940841 	0.84864292 	0.05104979
9 3C133 	177.72573853 	-9.91240788 	0.01486576 	7.93619737 	1.22209854 	5.03781151 	1.53047517 	0.39027041 	0.12182186
14 3C154 	185.59321594 	4.00309324 	0.02658048 	-2.32494733 	0.74386842 	2.42571532 	0.97467742 	0.20451691 	0.08277943
14 3C154 	185.59321594 	4.00309324 	0.00998625 	-1.38654709 	0.8328039 	3.16613832 	2.54285027 	0.11228084 	0.0912954
14 3C154 	185.59321594 	4.00309324 	0.00376645 	2.22805982 	1.13724221 	2.83144035 	3.33606058 	0.05171579 	0.06173769
16 3C167 	207.31192017 	1.15291512 	0.01062503 	18.45583568 	1.48939063 	7.3804562 	0.88435413 	0.49802644 	0.16103408
18 3C18 	118.62155151 	-52.72653198 	0.00306469 	-8.51944838 	2.63704386 	4.3917646 	3.45664617 	0.15134687 	0.12114042
18 3C18 	118.62155151 	-52.72653198 	0.00557727 	-7.82159139 	0.6725649 	3.49512665 	1.86794216 	0.05590481 	0.03069883
22 3C207 	212.96810913 	30.13895988 	0.01504906 	4.54723085 	0.76013133 	2.14555591 	0.84738772 	0.10465698 	0.04139528
52 3C409 	63.39829636 	-6.12196684 	0.00584343 	14.58729113 	1.67939419 	5.97807278 	3.71171519 	0.25015681 	0.17055745
52 3C409 	63.39829636 	-6.12196684 	0.02042007 	15.39869042 	0.89429407 	2.86238973 	1.19554101 	0.22289319 	0.09781939
53 3C410 	69.20879364 	-3.76806855 	0.0043856 	6.32355808 	1.89281964 	8.98484158 	5.86705168 	0.31803776 	0.21355901
53 3C410 	69.20879364 	-3.76806855 	0.00889865 	6.21411479 	0.6541288 	6.1509602 	1.2286042 	0.15267245 	0.03355219
53 3C410 	69.20879364 	-3.76806855 	0.00435135 	10.70309294 	0.70774852 	7.46681444 	2.96846257 	0.09805483 	0.04063323
53 3C410 	69.20879364 	-3.76806855 	0.00538339 	11.67123917 	0.84362387 	4.73883149 	2.36400484 	0.09177128 	0.04654764
54 3C454.3 	86.11081696 	-38.18308258 	0.0022914 	-9.66654984 	1.60114381 	0.86383308 	6.65771367 	0.01351426 	0.10416127
59 3C75 	170.25561523 	-44.9111557 	0.00708256 	-10.35874031 	1.29653128 	1.94105868 	2.77253531 	0.07600501 	0.10892525
69 4C13.67 	43.49685287 	9.15430737 	0.04644102 	4.85244727 	1.10354251 	5.0356497 	0.99089888 	1.10046644 	0.26990146
74 4C22.12 	188.05236816 	0.04705127 	0.00581339 	-2.83801952 	0.78761648 	2.98134572 	2.55199101 	0.05820859 	0.05275731
74 4C22.12 	188.05236816 	0.04705127 	0.01720513 	-1.78019744 	0.55824438 	2.60205488 	1.12636134 	0.10656861 	0.04771088
79 G196.6+0.2 	196.64035034 	0.16761658 	0.00444135 	3.26099276 	1.94409052 	5.72320545 	3.64576252 	0.21071772 	0.13953551
80 G197.0+1.1 	196.98291016 	1.10338318 	0.01256875 	4.83326569 	1.88059849 	5.80340072 	1.91546261 	0.58492647 	0.1966947
80 G197.0+1.1 	196.98291016 	1.10338318 	0.00585161 	7.45528975 	0.6486741 	4.94749067 	2.25674945 	0.08007883 	0.04090897
80 G197.0+1.1 	196.98291016 	1.10338318 	0.00489669 	17.00584942 	2.46784869 	8.9958398 	3.61996541 	0.46354669 	0.19970652
80 G197.0+1.1 	196.98291016 	1.10338318 	0.00518471 	17.59351125 	0.2465446 	7.4841511 	1.16110377 	0.0407937 	0.01921749
80 G197.0+1.1 	196.98291016 	1.10338318 	0.02374295 	32.01048567 	0.56801839 	4.38510994 	1.01457383 	0.25217844 	0.06034402
87 P0428+20 	176.80815125 	-18.55681801 	0.00144066 	3.59884099 	1.0123266 	6.71305601 	2.28916493 	0.04174778 	0.01756164
87 P0428+20 	176.80815125 	-18.55681801 	0.00754339 	10.70280223 	1.09181196 	7.79097188 	1.70377634 	0.27361289 	0.06112374
94 T0526+24 	181.3551178 	-5.19333172 	0.01718835 	7.55241461 	1.90148726 	6.8477793 	0.46110391 	0.95435 	0.69939143
96 T0629+10 	201.53152466 	0.50787795 	0.00426711 	0.16 		0.65307065 	3.0177777 	1.37388289 	0.0358601 	0.03301829
96 T0629+10 	201.53152466 	0.50787795 	0.03867807 	3.14140107 	1.1 		3.52740753 	0.21481224 	0.63994639 	0.12835021
96 T0629+10 	201.53152466 	0.50787795 	0.01691724 	1.45748138 	1.39074475 	2.49966672 	1.0763019 	0.25077808 	0.11957072
96 T0629+10 	201.53152466 	0.50787795 	0.16070343 	3.60383164 	0.60590543 	3.56065968 	0.17547498 	1.47839643 	0.13400377
96 T0629+10 	201.53152466 	0.50787795 	0.08109134 	4.6241795 	0.7566959 	4.82816776 	0.47174648 	1.26330619 	0.13705116
96 T0629+10 	201.53152466 	0.50787795 	0.0747441 	6.08906702 	1.06153979 	4.32298382 	0.77575945 	1.46260564 	0.27484298
96 T0629+10 	201.53152466 	0.50787795 	0.03665074 	6.99528389 	0.48732793 	3.75683893 	0.34464443 	0.28612583 	0.04845711
96 T0629+10 	201.53152466 	0.50787795 	0.01741264 	7.90454505 	0.82865778 	3.1160751 	0.84912833 	0.19172478 	0.06339037
