# src		l			b	tau		Center		wid(FWHM)	Tex		Tex_err		N(OH)1667[e14]	NOH_err
============================================================================================================================================================
2 3C105 	187.6325531 	-33.60902786 	0.02648207 	8.16626302 	0.93700861 	3.69077728 	0.50727252 	0.21671575 	0.03018417
2 3C105 	187.6325531 	-33.60902786 	0.01041619 	10.25246707 	0.95831663 	6.01646511 	1.73395932 	0.14211393 	0.04173341
3 3C109 	181.82789612 	-27.77688026 	0.00356369 	9.23684431 	0.74974741 	8.15872595 	3.69532175 	0.05158386 	0.02537433
3 3C109 	181.82789612 	-27.77688026 	0.00530694 	10.54806923 	1.02291973 	4.42325375 	2.44773466 	0.0568205 	0.03214747
6 3C123 	170.58143616 	-11.66072178 	0.03476282 	3.71292 	1.22476267 	18.39088966 	1.41200863 	1.85287793 	0.18758499
6 3C123 	170.58143616 	-11.66072178 	0.09188463 	4.45703462 	0.5297309 	16.52825103 	0.30668819 	1.90371638 	0.08613508
6 3C123 	170.58143616 	-11.66072178 	0.07836114 	5.47141306 	0.91866244 	17.15505025 	1.33678847 	2.92230689 	0.23449984
7 3C131 	171.43682861 	-7.79669476 	0.01169681 	4.63536242 	0.77747963 	5.78363654 	0.91658885 	0.12446139 	0.02122575
7 3C131 	171.43682861 	-7.79669476 	0.00885062 	5.84053138 	0.67338056 	7.8979638 	1.02324884 	0.11138498 	0.02032779
7 3C131 	171.43682861 	-7.79669476 	0.03186267 	6.54830891 	0.45325622 	4.82750522 	0.42832403 	0.16497794 	0.01671368
7 3C131 	171.43682861 	-7.79669476 	0.09266362 	7.22416887 	0.64832108 	4.71598864 	0.17332918 	0.67042364 	0.02594969
8 3C132 	178.85980225 	-12.52188396 	0.00556477 	7.79476701 	0.79266814 	12.62221558 	0.95274397 	0.1317502 	0.0155813
9 3C133 	177.72573853 	-9.91240788 	0.2132053 	7.67707969 	0.51710142 	3.17429482 	0.13840445 	0.82812929 	0.03690013
9 3C133 	177.72573853 	-9.91240788 	0.03327104 	7.95598414 	1.22864056 	3.72748551 	0.5754752 	0.3605656 	0.05796071
14 3C154 	185.59321594 	4.00309324 	0.04290834 	-2.34224856 	0.71174758 	2.89033425 	0.36728782 	0.20887809 	0.02712291
14 3C154 	185.59321594 	4.00309324 	0.01805609 	-1.34080678 	0.93688503 	3.95702908 	0.89906704 	0.15840046 	0.03720526
14 3C154 	185.59321594 	4.00309324 	0.00537539 	2.19348552 	1.57040156 	2.49090639 	4.27849607 	0.0497571 	0.08563468
16 3C167 	207.31192017 	1.15291512 	0.0089905 	17.77130725 	1.76074753 	4.90943187 	2.00346864 	0.18390329 	0.09822872
18 3C18 	118.62155151 	-52.72653198 	0.00604742 	-8.33851728 	2.61364975 	6.22098387 	3.05347948 	0.23267723 	0.11553905
18 3C18 	118.62155151 	-52.72653198 	0.00785182 	-7.85318191 	0.59966665 	3.93406378 	0.79979232 	0.04383273 	0.00976851
22 3C207 	212.96810913 	30.13895988 	0.02661063 	4.54669456 	0.77282255 	2.37695957 	0.23014873 	0.1156735 	0.01129381
52 3C409 	63.39829636 	-6.12196684 	0.00551333 	14.68119873 	1.52223677 	8.61333264 	7.69517198 	0.17105833 	0.16556981
52 3C409 	63.39829636 	-6.12196684 	0.02753975 	15.41600688 	0.85539495 	2.97633301 	0.49390654 	0.1659149 	0.03459889
53 3C410 	69.20879364 	-3.76806855 	0.00791647 	6.37602877 	2.31738371 	4.97175985 	2.65137078 	0.21583236 	0.116298
53 3C410 	69.20879364 	-3.76806855 	0.01928635 	6.26249137 	0.8053511 	3.59607169 	0.64296669 	0.13217241 	0.02413953
53 3C410 	69.20879364 	-3.76806855 	0.00849663 	10.71358061 	0.80958852 	3.88487233 	1.53973226 	0.06323608 	0.02534879
53 3C410 	69.20879364 	-3.76806855 	0.01148524 	11.67811398 	0.81762267 	3.23816547 	1.49734009 	0.07195637 	0.03342624
54 3C454.3 	86.11081696 	-38.18308258 	0.00436836 	-9.53883579 	1.24524415 	6.31757553 	3.07779981 	0.08132068 	0.03975414
59 3C75 	170.25561523 	-44.9111557 	0.01402607 	-10.36009703 	1.22260701 	2.32030366 	0.89779673 	0.09415535 	0.03755994
69 4C13.67 	43.49685287 	9.15430737 	0.05669004 	4.89045039 	1.11735208 	6.8680626 	1.05436694 	1.02945695 	0.22622676
74 4C22.12 	188.05236816 	0.04705127 	0.01016437 	-2.73029979 	0.77873753 	4.20802765 	1.15222748 	0.07881836 	0.02611781
74 4C22.12 	188.05236816 	0.04705127 	0.03542654 	-1.78217985 	0.53944033 	3.34424829 	0.38865169 	0.15123344 	0.01981432
79 G196.6+0.2 	196.64035034 	0.16761658 	0.00624879 	3.40413284 	2.37503835 	5.04273475 	3.04375742 	0.17709656 	0.10894695
80 G197.0+1.1 	196.98291016 	1.10338318 	0.01889375 	4.72887964 	1.62477953 	3.89706884 	1.09833539 	0.28309215 	0.08288267
80 G197.0+1.1 	196.98291016 	1.10338318 	0.00784322 	7.34137883 	0.67120477 	2.1402434 	2.94773985 	0.02666182 	0.03763068
80 G197.0+1.1 	196.98291016 	1.10338318 	-0.00156918 	11.16904479 	5.4406763 	8.32634643 	4.99644222 	-0.16821172 	0.15160676
80 G197.0+1.1 	196.98291016 	1.10338318 	0.01294176 	17.0508683 	2.06633536 	4.42376331 	1.60199879 	0.27993887 	0.10558674
80 G197.0+1.1 	196.98291016 	1.10338318 	0.04286916 	32.01088968 	0.5351657 	3.56531729 	0.52390494 	0.19355687 	0.03072383
87 P0428+20 	176.80815125 	-18.55681801 	0.00291888 	3.54219646 	0.68939359 	3.6265983 	5.05156593 	0.01726875 	0.02421322
87 P0428+20 	176.80815125 	-18.55681801 	0.01358549 	10.70273729 	1.09865196 	7.93169 	0.80609597 	0.28014216 	0.0295245
94 T0526+24 	181.3551178 	-5.19333172 	0.04302139 	7.55585027 	2.4338744 	7.15766037 	0.96758937 	1.77349833 	0.72814922
96 T0629+10 	201.53152466 	0.50787795 	0.01026132 	0.35 		1.17562364 	3.29472302 	0.9668585 	0.09405189 	0.05385453
96 T0629+10 	201.53152466 	0.50787795 	0.05768968 	3.06806414 	1.1 		3.93926415 	0.27602484 	0.59153861 	0.12347665
96 T0629+10 	201.53152466 	0.50787795 	0.02809146 	1.51367737 	1.2346022 	3.11655673 	0.45600712 	0.25577229 	0.06857326
96 T0629+10 	201.53152466 	0.50787795 	0.2535846 	3.60339705 	0.6505404 	4.03037743 	0.32175211 	1.5733307 	0.17074855
96 T0629+10 	201.53152466 	0.50787795 	0.15533511 	4.61294152 	0.66858901 	4.98120066 	0.50692751 	1.22416525 	0.13595811
96 T0629+10 	201.53152466 	0.50787795 	0.11649049 	6.05587526 	1.16663477 	4.92885915 	0.83478784 	1.5850718 	0.28559733
96 T0629+10 	201.53152466 	0.50787795 	0.06312142 	7.00264413 	0.50075231 	3.77205701 	0.14801695 	0.28213378 	0.0423905
96 T0629+10 	201.53152466 	0.50787795 	0.03068433 	7.90778992 	0.82057348 	3.49296766 	0.60522487 	0.20811618 	0.05226498
